term_str,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
hounded,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hound,VBD,VB,0
hounds,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,hound,NNS,NN,0
hour,154,0.0003246150992394732,11.588982272173494,18.781550559334175,hour,NN,NN,0
hours,77,0.0001623075496197366,12.588982272173494,28.871965270466802,hour,NNS,NN,0
house,230,0.000484814758604408,11.01027876192402,18.781550559334175,hous,NN,NN,0
housed,8,1.6863122038414192e-05,15.855768812868396,20.215402857994317,hous,VBN,VB,0
household,22,4.6373585605639025e-05,14.396337194231098,31.267140966190002,household,NN,NN,0
houseless,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,houseless,NN,NN,0
houses,78,0.00016441543987453838,12.570366594006147,32.79945663977042,hous,NNS,NN,0
housing,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,hous,NN,NN,0
housings,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hous,NNS,NN,0
hovels,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hovel,NNS,NN,0
hover,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,hover,NN,NN,0
hovered,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,hover,VBD,VB,0
hovering,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,hover,VBG,VB,0
how,353,0.0007440852599450262,10.392244439597215,4.22164240047701,how,WRB,WR,1
howe,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,howe,NN,NN,0
however,47,9.907084197568337e-05,13.301179961190758,31.0,howev,RB,RB,0
howl,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,howl,NN,NN,0
howled,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,howl,VBN,VB,0
howling,19,4.004991484123371e-05,14.607841299424809,27.442411609245358,howl,VBG,VB,0
howls,6,1.2647341528810643e-05,16.27080631214724,9.90839262077375,howl,NN,NN,0
hoy,6,1.2647341528810643e-05,16.27080631214724,9.90839262077375,hoy,NN,NN,0
hrum,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,hrum,NN,NN,0
hsh,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hsh,NN,NN,0
hubbub,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hubbub,NN,NN,0
huddle,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,huddl,NN,NN,0
huddled,19,4.004991484123371e-05,14.607841299424809,26.322682154995128,huddl,VBD,VB,0
hue,14,2.9510463567224836e-05,15.04841389081079,25.058441780501063,hue,NN,NN,0
hued,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,hu,VBN,VB,0
hues,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,hue,NN,NN,0
huff,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,huff,NN,NN,0
huge,68,0.00014333653732652064,12.768305971618055,31.79024414251979,huge,JJ,JJ,0
huger,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,huger,NN,NN,0
hugest,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hugest,NN,NN,0
hugged,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,hug,VBN,VB,0
hugging,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,hug,VBG,VB,0
hugo,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,hugo,NNP,NN,0
hulk,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hulk,NN,NN,0
hullo,20,4.215780509603548e-05,14.533840717981032,30.70958572167535,hullo,NN,NN,0
hum,6,1.2647341528810643e-05,16.27080631214724,15.816785241547501,hum,NN,NN,0
human,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,human,NN,NN,0
humble,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,humbl,JJ,JJ,0
hummed,4,8.431561019207096e-06,16.855768812868394,9.90839262077375,hum,VBN,VB,0
humming,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,hum,VBG,VB,0
hummock,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hummock,NN,NN,0
humorous,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,humor,JJ,JJ,0
humour,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,humour,NN,NN,0
hump,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,hump,NN,NN,0
humpbacked,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,humpback,VBN,VB,0
humps,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,hump,NNS,NN,0
hunched,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,hunch,VBN,VB,0
hundred,75,0.00015809176911013304,12.626950122372515,25.29072861998052,hundr,VBN,VB,0
hundreds,35,7.377615891806209e-05,13.726485795923429,32.4191071419225,hundr,NNS,NN,0
hung,59,0.00012436552503330465,12.973125763506554,28.233767122004267,hung,NN,NN,0
hunger,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,hunger,NN,NN,0
hungered,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,hunger,NN,NN,0
hungrily,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hungrili,RB,RB,0
hungry,49,0.00010328662248528692,13.241058968753187,32.38133782203198,hungri,NN,NN,0
hunt,21,4.426569535083726e-05,14.463451390089634,30.055779436609797,hunt,NN,NN,0
hunted,16,3.3726244076828385e-05,14.855768812868396,28.430805715988633,hunt,VBN,VB,0
hunter,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,hunter,NN,NN,0
hunters,20,4.215780509603548e-05,14.533840717981032,30.055779436609797,hunter,NNS,NN,0
hunting,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,hunt,VBG,VB,0
huntsman,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,huntsman,NN,NN,0
huntsmen,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,huntsmen,NNS,NN,0
huorn,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,huorn,NNP,NN,0
huorns,12,2.5294683057621287e-05,15.27080631214724,9.90839262077375,huorn,NNS,NN,0
hurled,15,3.161835382202661e-05,14.948878217259876,26.322682154995128,hurl,VBN,VB,0
hurling,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,hurl,VBG,VB,0
hurrah,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hurrah,NN,NN,0
hurray,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,hurray,NN,NN,0
hurried,28,5.902092713444967e-05,14.04841389081079,31.267140966190002,hurri,VBN,VB,0
hurriedly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hurriedli,RB,RB,0
hurry,35,7.377615891806209e-05,13.726485795923429,32.597671398390354,hurri,NN,NN,0
hurrying,30,6.323670764405322e-05,13.948878217259876,32.86161143197726,hurri,VBG,VB,0
hurt,64,0.00013490497630731354,12.855768812868396,30.534281932380008,hurt,NN,NN,0
hurtful,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hurt,NN,NN,0
hurting,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hurt,VBG,VB,0
hurtled,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hurtl,VBN,VB,0
hurtling,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,hurtl,VBG,VB,0
hurts,15,3.161835382202661e-05,14.948878217259876,25.058441780501063,hurt,NNS,NN,0
husbanding,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,husband,VBG,VB,0
husbandmen,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,husbandmen,NNS,NN,0
hush,11,2.3186792802819512e-05,15.396337194231098,26.322682154995128,hush,NN,NN,0
hushed,5,1.053945127400887e-05,16.533840717981032,15.816785241547501,hush,NN,NN,0
hustled,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hustl,VBN,VB,0
hut,11,2.3186792802819512e-05,15.396337194231098,25.058441780501063,hut,NN,NN,0
hutch,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hutch,NN,NN,0
huts,6,1.2647341528810643e-05,16.27080631214724,13.107701428997157,hut,NNS,NN,0
hyacinths,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hyacinth,NN,NN,0
hythe,3,6.323670764405322e-06,17.27080631214724,5.954196310386875,hyth,NN,NN,0
hál,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,hál,NN,NN,0
háma,22,4.6373585605639025e-05,14.396337194231098,15.816785241547501,háma,NN,NN,0
hãsiã,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,hãsiã,NN,NN,0
hërin,5,1.053945127400887e-05,16.533840717981032,9.90839262077375,hërin,NN,NN,0
húrin,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,húrin,NN,NN,0
i,6582,0.013874133657105277,6.171458501744046,0.0,i,PRP,PR,1
iarwain,3,6.323670764405322e-06,17.27080631214724,5.954196310386875,iarwain,NN,NN,0
ice,6,1.2647341528810643e-05,16.27080631214724,20.215402857994317,ice,NN,NN,0
icicles,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,icicl,NNS,NN,0
icy,9,1.8971012293215967e-05,15.685843811426082,22.0278897183049,ici,NN,NN,0
idea,18,3.7942024586431934e-05,14.685843811426082,30.055779436609797,idea,NN,NN,0
ideas,5,1.053945127400887e-05,16.533840717981032,18.161341077497564,idea,NNS,NN,0
identity,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ident,NN,NN,0
idiot,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,idiot,NN,NN,0
idiotic,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,idiot,JJ,JJ,0
idle,18,3.7942024586431934e-05,14.685843811426082,30.055779436609797,idl,JJ,JJ,0
idleness,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,idl,NN,NN,0
idling,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,idl,VBG,VB,0
idly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,idli,RB,RB,0
if,1923,0.004053472959983811,7.946625765528498,0.0,if,IN,IN,1
ifs,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,if,NN,NN,0
ignoble,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ignobl,JJ,JJ,0
ignorance,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ignor,NN,NN,0
ignorant,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,ignor,NN,NN,0
ignored,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,ignor,VBN,VB,0
ignoring,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ignor,VBG,VB,0
ii,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ii,NN,NN,0
ilex,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ilex,NN,NN,0
ilexes,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ilex,NNS,NN,0
ill,88,0.0001854943424225561,12.396337194231098,24.462416536520454,ill,NN,NN,0
illuminate,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,illumin,NN,NN,0
illuminated,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,illumin,VBN,VB,0
ilmarin,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,ilmarin,NN,NN,0
ilyã,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,ilyã,NN,NN,0
image,5,1.053945127400887e-05,16.533840717981032,18.161341077497564,imag,NN,NN,0
images,6,1.2647341528810643e-05,16.27080631214724,20.215402857994317,imag,NNS,NN,0
imaginable,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imagin,NN,NN,0
imagination,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imagin,NN,NN,0
imagine,13,2.740257331242306e-05,15.155329094727303,26.322682154995128,imagin,NN,NN,0
imagined,18,3.7942024586431934e-05,14.685843811426082,26.322682154995128,imagin,VBN,VB,0
imagining,5,1.053945127400887e-05,16.533840717981032,15.816785241547501,imagin,VBG,VB,0
imaginings,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imagin,NNS,NN,0
imbã,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imbã,NN,NN,0
imitated,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imit,VBN,VB,0
imitation,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,imit,NN,NN,0
imitations,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imit,NN,NN,0
imlad,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,imlad,NN,NN,0
imladris,11,2.3186792802819512e-05,15.396337194231098,20.215402857994317,imladri,NN,NN,0
imloth,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,imloth,NNP,NN,0
immeasurable,5,1.053945127400887e-05,16.533840717981032,15.816785241547501,immeasur,JJ,JJ,0
immeasurably,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,immeasur,RB,RB,0
immediate,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,immedi,NN,NN,0
immediately,21,4.426569535083726e-05,14.463451390089634,30.70958572167535,immedi,RB,RB,0
immense,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,immens,NN,NN,0
immensely,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,immens,RB,RB,0
immensity,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,immens,NN,NN,0
imminent,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,immin,NN,NN,0
immortal,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,immort,NN,NN,0
immovable,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,immov,JJ,JJ,0
impassable,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,impass,JJ,JJ,0
impatience,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,impati,NN,NN,0
impatient,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,impati,NN,NN,0
impatiently,5,1.053945127400887e-05,16.533840717981032,18.161341077497564,impati,NN,NN,0
impenetrable,9,1.8971012293215967e-05,15.685843811426082,22.0278897183049,impenetr,JJ,JJ,0
imperishable,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imperish,JJ,JJ,0
impervious,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,impervi,NN,NN,0
imply,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,impli,NN,NN,0
import,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,import,NN,NN,0
importance,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,import,NN,NN,0
important,24,5.0589366115242574e-05,14.27080631214724,29.29883569919518,import,JJ,JJ,0
impossible,12,2.5294683057621287e-05,15.27080631214724,27.442411609245358,imposs,JJ,JJ,0
impotent,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,impot,NN,NN,0
impregnable,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,impregn,JJ,JJ,0
impress,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,impress,NN,NN,0
impression,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,impress,NN,NN,0
imprint,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imprint,NN,NN,0
imprisoned,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,imprison,VBN,VB,0
imprisonment,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imprison,NN,NN,0
impromptu,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,impromptu,NN,NN,0
improve,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,improv,VB,VB,0
improved,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,improv,VBN,VB,0
improvement,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,improv,NN,NN,0
imps,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,imp,NNS,NN,0
impudence,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,impud,NN,NN,0
impulse,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,impuls,NN,NN,0
imrahil,34,7.166826866326032e-05,13.768305971618055,26.322682154995128,imrahil,NN,NN,0
in,7046,0.0148521947353333,6.073180053373432,0.0,in,IN,IN,1
inaccessible,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,inaccess,JJ,JJ,0
inadequate,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inadequ,NN,NN,0
inadvertently,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inadvert,RB,RB,0
inattentive,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inattent,NN,NN,0
inaudible,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,inaud,JJ,JJ,0
inaudibly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inaud,RB,RB,0
incalculable,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,incalcul,JJ,JJ,0
incantation,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,incant,NN,NN,0
inch,9,1.8971012293215967e-05,15.685843811426082,18.161341077497564,inch,NN,NN,0
inches,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inch,NNS,NN,0
inclination,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inclin,NN,NN,0
incline,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,inclin,NN,NN,0
inclined,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,inclin,JJ,JJ,0
included,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,includ,VBD,VB,0
including,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,includ,VBG,VB,0
incoming,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,incom,VBG,VB,0
incompatible,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,incompat,JJ,JJ,0
incomplete,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,incomplet,NN,NN,0
inconveniently,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inconveni,RB,RB,0
increase,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,increas,NN,NN,0
increased,11,2.3186792802819512e-05,15.396337194231098,26.322682154995128,increas,VBN,VB,0
increases,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,increas,NNS,NN,0
increasing,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,increas,NN,NN,0
increasingly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,increasingli,RB,RB,0
incurable,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,incur,JJ,JJ,0
incânus,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,incânu,NN,NN,0
indeed,331,0.0006977116743393872,10.485081406061177,4.22164240047701,inde,RB,RB,0
indefinitely,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,indefinit,RB,RB,0
independent,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,independ,JJ,JJ,0
indignant,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,indign,NN,NN,0
indisposed,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,indispos,VBN,VB,0
indomitable,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,indomit,JJ,JJ,0
indoors,8,1.6863122038414192e-05,15.855768812868396,22.0278897183049,indoor,NNS,NN,0
inevitable,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,inevit,JJ,JJ,0
inevitably,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inevit,RB,RB,0
inexhaustible,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inexhaust,JJ,JJ,0
infalls,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,infal,NNS,NN,0
infection,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,infect,NN,NN,0
inflamed,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inflam,NN,NN,0
inflow,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,inflow,NN,NN,0
influence,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,influenc,NN,NN,0
inform,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inform,NN,NN,0
information,10,2.107890254801774e-05,15.533840717981032,18.161341077497564,inform,NN,NN,0
infuriate,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,infuri,NN,NN,0
infusion,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,infus,NN,NN,0
inglorion,3,6.323670764405322e-06,17.27080631214724,5.954196310386875,inglorion,NN,NN,0
ingold,8,1.6863122038414192e-05,15.855768812868396,9.90839262077375,ingold,NN,NN,0
inhabitants,10,2.107890254801774e-05,15.533840717981032,18.161341077497564,inhabit,NNS,NN,0
inhabited,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,inhabit,VBN,VB,0
inhabits,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inhabit,NNS,NN,0
inheritance,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,inherit,NN,NN,0
inherited,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inherit,VBN,VB,0
injured,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,injur,JJ,JJ,0
injuries,4,8.431561019207096e-06,16.855768812868394,9.90839262077375,injuri,NNS,NN,0
injury,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,injuri,NN,NN,0
ink,4,8.431561019207096e-06,16.855768812868394,9.90839262077375,ink,NN,NN,0
inland,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,inland,NN,NN,0
inmost,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inmost,NN,NN,0
inn,35,7.377615891806209e-05,13.726485795923429,25.058441780501063,inn,NN,NN,0
innards,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,innard,NNS,NN,0
inner,19,4.004991484123371e-05,14.607841299424809,29.29883569919518,inner,NN,NN,0
innkeeper,6,1.2647341528810643e-05,16.27080631214724,15.816785241547501,innkeep,NN,NN,0
inns,6,1.2647341528810643e-05,16.27080631214724,18.161341077497564,inn,NN,NN,0
innumerable,5,1.053945127400887e-05,16.533840717981032,18.161341077497564,innumer,JJ,JJ,0
inquire,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inquir,NN,NN,0
inquirer,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inquir,NN,NN,0
inquiries,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,inquiri,NNS,NN,0
inquiring,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inquir,VBG,VB,0
inquiringly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inquiringli,RB,RB,0
inquisitive,7,1.4755231783612418e-05,16.048413890810792,18.161341077497564,inquisit,JJ,JJ,0
inquisitiveness,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,inquisit,NN,NN,0
inrush,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inrush,NN,NN,0
insatiable,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insati,JJ,JJ,0
inscribed,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inscrib,NN,NN,0
inscription,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,inscript,NN,NN,0
insect,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,insect,NN,NN,0
insects,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,insect,NNS,NN,0
insecure,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insecur,NN,NN,0
insecurity,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insecur,NN,NN,0
inset,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inset,NN,NN,0
inside,88,0.0001854943424225561,12.396337194231098,27.55548895604324,insid,IN,IN,0
insist,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,insist,NN,NN,0
insisted,7,1.4755231783612418e-05,16.048413890810792,22.0278897183049,insist,VBN,VB,0
insisting,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insist,VBG,VB,0
insolence,5,1.053945127400887e-05,16.533840717981032,15.816785241547501,insol,NN,NN,0
insolent,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insol,NN,NN,0
inspection,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inspect,NN,NN,0
inspiration,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,inspir,NN,NN,0
instance,5,1.053945127400887e-05,16.533840717981032,13.107701428997157,instanc,NN,NN,0
instant,7,1.4755231783612418e-05,16.048413890810792,15.816785241547501,instant,NN,NN,0
instantly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,instantli,NN,NN,0
instead,14,2.9510463567224836e-05,15.04841389081079,29.29883569919518,instead,RB,RB,0
instinct,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,instinct,NN,NN,0
instruct,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,instruct,NN,NN,0
instructed,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,instruct,VBN,VB,0
instructing,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,instruct,VBG,VB,0
instruction,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,instruct,NN,NN,0
instrument,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,instrument,NN,NN,0
instruments,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,instrument,NN,NN,0
insult,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insult,NN,NN,0
insulted,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insult,VBN,VB,0
insupportable,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,insupport,JJ,JJ,0
intact,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,intact,JJ,JJ,0
intake,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,intak,NN,NN,0
intaken,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,intaken,NN,NN,0
intelligence,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,intellig,NN,NN,0
intelligible,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,intellig,JJ,JJ,0
intend,6,1.2647341528810643e-05,16.27080631214724,20.215402857994317,intend,NN,NN,0
intended,9,1.8971012293215967e-05,15.685843811426082,25.058441780501063,intend,VBN,VB,0
intense,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,intens,NN,NN,0
intensely,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,intens,RB,RB,0
intent,9,1.8971012293215967e-05,15.685843811426082,25.058441780501063,intent,NN,NN,0
intentions,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,intent,NNS,NN,0
intently,13,2.740257331242306e-05,15.155329094727303,27.442411609245358,intent,RB,RB,0
interest,10,2.107890254801774e-05,15.533840717981032,23.633570483095003,interest,NN,NN,0
interested,16,3.3726244076828385e-05,14.855768812868396,25.058441780501063,interest,JJ,JJ,0
interesting,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,interest,VBG,VB,0
interests,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,interest,NNS,NN,0
interfere,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,interfer,RB,RB,0
interfering,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,interf,VBG,VB,0
interior,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,interior,NN,NN,0
interlacing,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,interlac,VBG,VB,0
interminably,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,intermin,NN,NN,0
interpret,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,interpret,NN,NN,0
interpreted,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,interpret,VBN,VB,0
interrupt,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,interrupt,NN,NN,0
interrupted,8,1.6863122038414192e-05,15.855768812868396,23.633570483095003,interrupt,VBN,VB,0
interrupting,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,interrupt,NN,NN,0
interruptions,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,interrupt,NNS,NN,0
intertwined,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,intertwin,VBN,VB,0
